"","x"
"Dnig.3LG0006760.1",13
"Dnig.3LG0006770.1",16
"Dnig.3LG0006780.1",12
"Dnig.3LG0006790.1",3
"Dnig.3LG0006810.1",12
"Dnig.3LG0006820.1",12
"Dnig.3LG0006840.1",7
"Dnig.3LG0006860.1",12
"Dnig.3LG0006850.1",9
"Dnig.3LG0006870.1",3
"Dnig.3LG0006880.1",13
"Dnig.3LG0006890.1",12
"Dnig.3LG0006900.1",10
"Dnig.3LG0006910.1",3
"Dnig.3LG0006920.1",12
"Dnig.3LG0006960.1",1
"Dnig.3LG0006970.1",13
"Dnig.3LG0006990.1",2
"Dnig.3LG0007000.1",3
"Dnig.3LG0007010.1",15
"Dnig.3LG0007020.1",3
"Dnig.3LG0007040.1",3
"Dnig.3LG0007050.1",17
"Dnig.3LG0007060.1",7
"Dnig.3LG0007070.1",20
"Dnig.3LG0007080.1",3
"Dnig.3LG0007090.1",12
"Dnig.3LG0007100.1",17
"Dnig.3LG0007110.1",1
"Dnig.3LG0007120.1",18
"Dnig.3LG0007170.1",6
"Dnig.3LG0007210.1",8
"Dnig.3LG0007220.1",5
"Dnig.3LG0007230.1",3
"Dnig.3LG0007240.1",7
"Dnig.3LG0007250.1",4
"Dnig.3LG0007260.1",2
"Dnig.3LG0007270.1",8
"Dnig.3LG0007290.1",14
"Dnig.3LG0007310.1",12
"Dnig.3LG0007320.1",4
"Dnig.3LG0007340.1",3
"Dnig.3LG0007350.1",12
"Dnig.3LG0007370.1",17
"Dnig.3LG0007380.1",13
"Dnig.3LG0007420.1",6
"Dnig.3LG0007520.1",17
"Dnig.3LG0007530.1",14
"Dnig.3LG0007570.1",14
"Dnig.3LG0007560.1",8
"Dnig.3LG0007580.1",3
"Dnig.3LG0007590.1",6
"Dnig.3LG0007600.1",20
"Dnig.3LG0007610.1",17
"Dnig.3LG0007620.1",17
"Dnig.3LG0007630.1",4
"Dnig.3LG0007650.1",8
"Dnig.3LG0007680.1",10
"Dnig.3LG0007700.1",10
"Dnig.3LG0007720.1",9
"Dnig.3LG0007750.1",4
"Dnig.3LG0007760.1",4
"Dnig.3LG0007780.1",8
"Dnig.3LG0007790.1",3
"Dnig.3LG0007810.1",5
"Dnig.3LG0007820.1",15
"Dnig.3LG0007830.1",11
"Dnig.3LG0007840.1",15
"Dnig.3LG0007850.1",18
"Dnig.3LG0007860.1",20
"Dnig.3LG0007870.1",13
"Dnig.3LG0007880.1",7
"Dnig.3LG0007890.1",12
"Dnig.3LG0008180.1",17
"Dnig.3LG0008190.1",9
"Dnig.3LG0008200.1",9
"Dnig.3LG0008210.1",13
"Dnig.3LG0008220.1",7
"Dnig.3LG0008270.1",20
"Dnig.3LG0008280.1",17
"Dnig.3LG0008290.1",12
"Dnig.3LG0008310.1",10
"Dnig.3LG0008330.1",9
"Dnig.3LG0008340.1",20
"Dnig.3LG0008410.1",18
"Dnig.3LG0008420.1",16
"Dnig.3LG0008430.1",6
"Dnig.3LG0008440.1",5
"Dnig.3LG0008450.1",3
"Dnig.3LG0008470.1",15
"Dnig.3LG0008480.1",17
"Dnig.3LG0008490.1",6
"Dnig.3LG0008510.1",17
"Dnig.3LG0008520.1",5
"Dnig.3LG0008590.1",3
"Dnig.3LG0008600.1",8
"Dnig.3LG0008610.1",11
"Dnig.3LG0008620.1",13
"Dnig.3LG0008630.1",17
"Dnig.3LG0008650.1",15
"Dnig.3LG0008660.1",20
"Dnig.3LG0008670.1",8
"Dnig.3LG0008680.1",8
"Dnig.3LG0008690.1",13
"Dnig.3LG0008700.1",6
"Dnig.3LG0008720.1",7
"Dnig.3LG0009100.1",14
"Dnig.3LG0009110.1",16
"Dnig.3LG0009120.1",16
"Dnig.3LG0009130.1",20
"Dnig.3LG0009210.1",20
"Dnig.3LG0009220.1",14
"Dnig.3LG0009250.1",11
"Dnig.3LG0009260.1",2
"Dnig.3LG0009290.1",6
"Dnig.3LG0009300.1",1
"Dnig.3LG0009470.1",17
"Dnig.3LG0009520.1",20
"Dnig.3LG0009530.1",10
"Dnig.3LG0009540.1",12
"Dnig.3LG0009550.1",7
"Dnig.3LG0009640.1",6
"Dnig.3LG0009670.1",15
"Dnig.3LG0009680.1",2
"Dnig.3LG0009690.1",7
"Dnig.3LG0009700.1",4
"Dnig.3LG0009730.1",19
"Dnig.3LG0009740.1",15
"Dnig.3LG0009750.1",16
"Dnig.3LG0009760.1",18
"Dnig.3LG0009770.1",16
"Dnig.3LG0009780.1",14
"Dnig.3LG0009800.1",15
"Dnig.3LG0009810.1",3
"Dnig.3LG0009820.1",17
"Dnig.3LG0009840.1",10
"Dnig.3LG0009860.1",13
"Dnig.3LG0009870.1",13
"Dnig.3LG0009880.1",20
"Dnig.3LG0009900.1",20
"Dnig.3LG0009920.1",6
"Dnig.3LG0009940.1",3
"Dnig.3LG0009950.1",17
"Dnig.3LG0010000.1",19
"Dnig.3LG0010010.1",18
"Dnig.3LG0010020.1",3
"Dnig.3LG0010030.1",2
"Dnig.3LG0010040.1",3
"Dnig.3LG0010050.1",5
"Dnig.3LG0010090.1",7
"Dnig.3LG0010100.1",8
"Dnig.3LG0010110.1",5
"Dnig.3LG0010120.1",8
"Dnig.3LG0010130.2",19
"Dnig.3LG0010140.1",4
"Dnig.3LG0010200.1",12
"Dnig.3LG0010210.1",3
"Dnig.3LG0010220.1",12
"Dnig.3LG0010240.1",10
"Dnig.3LG0010250.1",5
"Dnig.3LG0010270.1",1
"Dnig.3LG0010280.1",10
"Dnig.3LG0010290.1",14
"Dnig.3LG0010300.1",13
"Dnig.3LG0010330.1",13
"Dnig.3LG0010340.1",5
"Dnig.3LG0010350.1",5
"Dnig.3LG0010370.1",3
"Dnig.3LG0010380.1",18
"Dnig.3LG0010480.1",11
"Dnig.3LG0010560.1",5
"Dnig.3LG0010660.1",2
"Dnig.3LG0010670.1",7
"Dnig.3LG0010680.1",15
"Dnig.3LG0010690.1",3
"Dnig.3LG0010710.1",19
"Dnig.3LG0010720.1",19
"Dnig.3LG0010730.1",19
"Dnig.3LG0010740.1",2
"Dnig.3LG0010760.1",9
"Dnig.3LG0010770.1",9
"Dnig.3LG0010800.1",12
"Dnig.3LG0010810.1",11
"Dnig.3LG0010870.1",8
"Dnig.3LG0010900.1",3
"Dnig.3LG0010960.1",3
"Dnig.3LG0011030.1",18
"Dnig.3LG0011040.1",18
"Dnig.3LG0011050.1",20
"Dnig.3LG0011080.1",4
"Dnig.3LG0011090.1",10
"Dnig.3LG0011140.1",13
"Dnig.3LG0011150.1",10
"Dnig.3LG0011160.1",12
"Dnig.3LG0011170.1",1
"Dnig.3LG0011180.1",1
"Dnig.3LG0011190.1",7
"Dnig.3LG0011200.1",3
"Dnig.3LG0011210.1",10
"Dnig.3LG0011310.1",14
"Dnig.3LG0011320.1",9
"Dnig.3LG0011330.1",16
"Dnig.3LG0011340.1",12
"Dnig.3LG0011350.1",9
"Dnig.3LG0011360.1",8
"Dnig.3LG0011370.1",15
"Dnig.3LG0011380.1",1
"Dnig.3LG0011450.1",10
"Dnig.3LG0011460.1",11
"Dnig.3LG0011490.1",20
"Dnig.3LG0011520.1",1
"Dnig.3LG0011580.1",3
"Dnig.3LG0011590.1",4
"Dnig.3LG0011600.1",9
"Dnig.3LG0011610.1",3
"Dnig.3LG0011620.1",6
"Dnig.3LG0011630.1",19
"Dnig.3LG0011640.1",12
"Dnig.3LG0011650.1",12
"Dnig.3LG0011660.1",4
"Dnig.3LG0011670.1",20
"Dnig.3LG0011710.1",6
"Dnig.3LG0011720.1",14
"Dnig.3LG0011760.1",16
"Dnig.3LG0011800.1",1
"Dnig.3LG0011810.1",3
"Dnig.3LG0011840.1",15
"Dnig.3LG0011850.1",9
"Dnig.3LG0011860.1",14
"Dnig.3LG0011870.1",11
"Dnig.3LG0011880.1",9
"Dnig.3LG0011920.1",17
"Dnig.3LG0011930.1",13
"Dnig.3LG0011940.1",16
"Dnig.3LG0011950.1",13
"Dnig.3LG0011960.1",3
"Dnig.3LG0011970.1",3
"Dnig.3LG0011980.1",3
"Dnig.3LG0011990.1",17
"Dnig.3LG0012010.1",2
"Dnig.3LG0012020.1",19
"Dnig.3LG0012030.1",20
"Dnig.3LG0012040.1",7
"Dnig.3LG0012050.1",4
"Dnig.3LG0012110.1",15
"Dnig.3LG0012130.1",7
"Dnig.3LG0012140.1",1
"Dnig.3LG0012150.1",13
"Dnig.3LG0012190.1",17
"Dnig.3LG0012200.1",18
"Dnig.3LG0012210.1",20
"Dnig.3LG0012220.1",10
"Dnig.3LG0012240.1",16
"Dnig.3LG0012250.1",7
"Dnig.3LG0012260.1",19
"Dnig.3LG0012270.1",2
"Dnig.3LG0012280.1",2
"Dnig.3LG0012290.1",13
"Dnig.3LG0012300.1",10
"Dnig.3LG0012310.1",10
"Dnig.3LG0012350.1",4
"Dnig.3LG0012360.1",7
"Dnig.3LG0012380.1",18
"Dnig.3LG0012480.1",5
"Dnig.3LG0012540.1",17
"Dnig.3LG0012600.1",12
"Dnig.3LG0012630.2",12
"Dnig.3LG0012650.1",3
"Dnig.3LG0012870.1",17
"Dnig.3LG0013040.1",9
"Dnig.3LG0013050.1",20
"Dnig.3LG0013090.1",14
"Dnig.3LG0013130.1",16
"Dnig.3LG0013160.1",17
"Dnig.3LG0013170.1",11
"Dnig.3LG0013180.1",2
"Dnig.3LG0013200.1",3
"Dnig.3LG0013220.1",15
"Dnig.3LG0013230.1",4
"Dnig.3LG0013240.1",15
"Dnig.3LG0013270.1",3
"Dnig.3LG0013300.1",20
"Dnig.3LG0013320.1",5
"Dnig.3LG0013330.1",3
"Dnig.3LG0013340.1",10
"Dnig.3LG0013350.1",2
"Dnig.3LG0013360.1",11
"Dnig.3LG0013370.1",9
"Dnig.3LG0013380.1",1
"Dnig.3LG0013390.1",6
"Dnig.3LG0013400.1",18
"Dnig.3LG0013410.1",20
"Dnig.3LG0013430.1",17
"Dnig.3LG0013480.1",18
"Dnig.3LG0013490.1",20
"Dnig.3LG0013500.1",15
"Dnig.3LG0013650.1",2
"Dnig.3LG0013660.1",14
"Dnig.3LG0013680.1",14
"Dnig.3LG0013710.1",12
"Dnig.3LG0013730.1",4
"Dnig.3LG0013740.1",5
"Dnig.3LG0013760.1",4
"Dnig.3LG0013770.1",8
"Dnig.3LG0013780.1",10
"Dnig.3LG0013810.1",5
"Dnig.3LG0013830.1",16
"Dnig.3LG0013840.1",16
"Dnig.3LG0013850.1",10
"Dnig.3LG0013860.1",2
"Dnig.3LG0013870.1",12
"Dnig.3LG0013880.1",11
"Dnig.3LG0013890.1",12
"Dnig.3LG0013900.1",6
"Dnig.3LG0013920.1",18
"Dnig.3LG0013930.1",10
"Dnig.3LG0013950.1",12
"Dnig.3LG0013970.1",17
"Dnig.3LG0013980.1",14
"Dnig.3LG0013990.1",6
"Dnig.3LG0014000.1",6
"Dnig.3LG0014030.1",19
"Dnig.3LG0014040.1",5
"Dnig.3LG0014070.1",17
"Dnig.3LG0014090.1",10
"Dnig.3LG0014100.1",7
"Dnig.3LG0014110.1",6
"Dnig.3LG0014120.1",16
"Dnig.3LG0014130.1",9
"Dnig.3LG0014140.1",1
"Dnig.3LG0014150.1",11
"Dnig.3LG0014160.1",10
"Dnig.3LG0014170.1",3
"Dnig.3LG0014200.1",2
"Dnig.3LG0014300.1",10
"Dnig.3LG0014310.1",5
"Dnig.3LG0014320.1",14
"Dnig.3LG0014330.1",1
"Dnig.3LG0014340.1",15
"Dnig.3LG0014350.1",13
"Dnig.3LG0014360.1",13
"Dnig.3LG0014370.1",1
"Dnig.3LG0014380.1",13
"Dnig.3LG0014390.1",9
"Dnig.3LG0014400.2",16
"Dnig.3LG0014410.1",1
"Dnig.3LG0014420.1",20
"Dnig.3LG0014440.1",18
"Dnig.3LG0014450.1",9
"Dnig.3LG0014460.1",11
"Dnig.3LG0014470.1",13
"Dnig.3LG0014480.1",9
"Dnig.3LG0014500.1",14
"Dnig.3LG0014510.1",5
"Dnig.3LG0014520.1",11
"Dnig.3LG0014530.1",20
"Dnig.3LG0014550.1",18
"Dnig.3LG0014560.1",13
"Dnig.3LG0014570.1",1
"Dnig.3LG0014590.1",8
"Dnig.3LG0014600.1",7
"Dnig.3LG0014620.1",5
"Dnig.3LG0014630.1",3
"Dnig.3LG0014650.1",5
"Dnig.3LG0014660.1",14
"Dnig.3LG0014690.1",4
"Dnig.3LG0014700.1",5
"Dnig.3LG0014710.1",13
"Dnig.3LG0014730.1",12
"Dnig.3LG0014760.1",3
"Dnig.3LG0014810.1",15
"Dnig.3LG0014820.1",12
"Dnig.3LG0014850.1",15
"Dnig.3LG0014860.1",11
"Dnig.3LG0014870.1",9
"Dnig.3LG0014880.1",8
"Dnig.3LG0014890.1",9
"Dnig.3LG0014920.1",16
"Dnig.3LG0014940.1",20
"Dnig.3LG0014950.1",13
"Dnig.3LG0014960.1",3
"Dnig.3LG0014970.1",17
"Dnig.3LG0015000.1",18
"Dnig.3LG0015130.1",10
"Dnig.3LG0015160.1",18
"Dnig.3LG0015170.1",18
"Dnig.3LG0015190.1",15
"Dnig.3LG0015200.1",9
"Dnig.3LG0015210.1",11
"Dnig.3LG0015220.1",3
"Dnig.3LG0015240.1",7
"Dnig.3LG0015250.1",6
"Dnig.3LG0015260.1",1
"Dnig.3LG0015270.1",2
"Dnig.3LG0015280.1",20
"Dnig.3LG0015290.1",4
"Dnig.3LG0015310.1",16
"Dnig.3LG0015320.1",16
"Dnig.3LG0015330.1",17
"Dnig.3LG0015340.1",18
"Dnig.3LG0015350.1",16
"Dnig.3LG0015370.1",17
"Dnig.3LG0015380.1",3
"Dnig.3LG0015390.1",8
"Dnig.3LG0015420.1",20
"Dnig.3LG0015430.1",6
"Dnig.3LG0015440.1",7
"Dnig.3LG0015450.1",15
"Dnig.3LG0015460.1",19
"Dnig.3LG0015470.1",5
"Dnig.3LG0015480.1",3
"Dnig.3LG0015500.1",20
"Dnig.3LG0015520.1",3
"Dnig.3LG0015550.1",3
"Dnig.3LG0015560.1",16
"Dnig.3LG0015570.1",18
"Dnig.3LG0015610.1",20
"Dnig.3LG0015630.1",10
"Dnig.3LG0015810.1",12
"Dnig.3LG0015820.1",10
"Dnig.3LG0015840.1",13
"Dnig.3LG0015850.1",4
"Dnig.3LG0015860.1",10
"Dnig.3LG0015870.1",10
"Dnig.3LG0015890.1",13
"Dnig.3LG0015900.1",14
"Dnig.3LG0015910.1",15
"Dnig.3LG0015930.1",12
"Dnig.3LG0015950.1",2
"Dnig.3LG0016020.1",14
"Dnig.3LG0016030.1",5
"Dnig.3LG0016040.1",10
"Dnig.3LG0016070.1",3
"Dnig.3LG0016100.1",17
"Dnig.3LG0016110.1",17
"Dnig.3LG0016120.1",1
"Dnig.3LG0016130.1",8
"Dnig.3LG0016140.1",12
"Dnig.3LG0016150.1",20
"Dnig.3LG0016160.1",1
"Dnig.3LG0016170.1",4
"Dnig.3LG0016180.1",12
"Dnig.3LG0016190.1",18
"Dnig.3LG0016210.1",12
"Dnig.3LG0016330.1",13
"Dnig.3LG0016350.1",13
"Dnig.3LG0016360.1",18
"Dnig.3LG0016430.1",12
"Dnig.3LG0016540.1",9
"Dnig.3LG0016550.1",15
"Dnig.3LG0016600.1",20
"Dnig.3LG0016630.1",1
"Dnig.3LG0016640.1",15
"Dnig.3LG0016660.1",13
"Dnig.3LG0016650.1",16
"Dnig.3LG0016690.1",3
"Dnig.3LG0016700.1",17
"Dnig.3LG0016710.1",3
"Dnig.3LG0016730.1",13
"Dnig.3LG0016740.1",10
"Dnig.3LG0016750.1",10
"Dnig.3LG0016760.1",17
"Dnig.3LG0016780.1",5
"Dnig.3LG0016800.1",15
"Dnig.3LG0016870.1",2
"Dnig.3LG0016880.1",9
"Dnig.3LG0016890.1",4
"Dnig.3LG0016900.1",20
"Dnig.3LG0016910.1",15
"Dnig.3LG0017010.1",17
"Dnig.3LG0017020.1",3
"Dnig.3LG0017030.1",9
"Dnig.3LG0017050.1",6
"Dnig.3LG0017090.1",7
"Dnig.3LG0017100.1",10
"Dnig.3LG0017110.1",14
"Dnig.3LG0017120.1",10
"Dnig.3LG0017130.1",20
"Dnig.3LG0017140.1",20
"Dnig.3LG0017150.1",18
"Dnig.3LG0017160.1",12
"Dnig.3LG0017170.1",3
"Dnig.3LG0017200.1",13
"Dnig.3LG0017230.1",10
"Dnig.3LG0017250.1",7
"Dnig.3LG0017260.1",18
"Dnig.3LG0017270.1",20
"Dnig.3LG0017290.1",17
"Dnig.3LG0017360.1",2
"Dnig.3LG0017370.1",17
"Dnig.3LG0017410.1",4
"Dnig.3LG0017420.1",3
"Dnig.3LG0017460.1",7
"Dnig.3LG0017470.1",3
"Dnig.3LG0017500.1",4
"Dnig.3LG0017550.1",7
"Dnig.3LG0017560.1",6
"Dnig.3LG0017580.1",10
"Dnig.3LG0017630.1",14
"Dnig.3LG0017900.1",13
"Dnig.3LG0017910.1",14
"Dnig.3LG0017920.1",4
"Dnig.3LG0017930.1",11
"Dnig.3LG0017940.1",20
"Dnig.3LG0017950.1",10
"Dnig.3LG0017960.1",13
"Dnig.3LG0017970.1",6
"Dnig.3LG0017980.1",7
"Dnig.3LG0017990.1",13
"Dnig.3LG0018000.1",5
"Dnig.3LG0018010.1",20
"Dnig.3LG0018030.1",3
"Dnig.3LG0018040.1",9
"Dnig.3LG0018050.1",7
"Dnig.3LG0018060.1",18
"Dnig.3LG0018100.1",20
"Dnig.3LG0018110.1",4
"Dnig.3LG0018130.1",10
"Dnig.3LG0018160.1",17
"Dnig.3LG0018170.1",2
"Dnig.3LG0018190.1",12
"Dnig.3LG0018200.1",12
"Dnig.3LG0018280.1",3
"Dnig.3LG0018300.1",20
"Dnig.3LG0018310.1",5
"Dnig.3LG0018320.1",10
"Dnig.3LG0018330.1",13
"Dnig.3LG0018340.1",9
"Dnig.3LG0018350.1",12
"Dnig.3LG0018370.1",16
"Dnig.3LG0018380.1",9
"Dnig.3LG0018390.1",13
"Dnig.3LG0018410.1",9
"Dnig.3LG0018420.1",17
"Dnig.3LG0018430.1",13
"Dnig.3LG0018440.1",16
"Dnig.3LG0018460.1",6
"Dnig.3LG0018480.1",19
"Dnig.3LG0018500.1",14
"Dnig.3LG0018510.1",7
"Dnig.3LG0018520.1",15
"Dnig.3LG0018550.1",14
"Dnig.3LG0018560.1",15
"Dnig.3LG0018600.1",7
"Dnig.3LG0018610.1",4
"Dnig.3LG0018620.1",3
"Dnig.3LG0018640.1",7
"Dnig.3LG0018650.1",9
"Dnig.3LG0018690.1",4
"Dnig.3LG0018700.1",17
"Dnig.3LG0018710.1",8
"Dnig.3LG0018720.1",5
"Dnig.3LG0018730.1",15
"Dnig.3LG0018740.1",12
"Dnig.3LG0018750.1",6
"Dnig.3LG0018760.1",12
"Dnig.3LG0018770.1",16
"Dnig.3LG0018780.1",17
"Dnig.3LG0018790.1",8
"Dnig.3LG0018820.1",5
"Dnig.3LG0018850.1",7
"Dnig.3LG0018860.1",15
"Dnig.3LG0018870.1",8
"Dnig.3LG0018880.1",10
"Dnig.3LG0018930.1",3
"Dnig.3LG0019000.1",20
"Dnig.3LG0019090.1",20
"Dnig.3LG0019100.1",14
"Dnig.3LG0019110.1",8
"Dnig.3LG0019140.1",17
"Dnig.3LG0019210.1",14
"Dnig.3LG0019230.1",15
"Dnig.3LG0019240.1",17
"Dnig.3LG0019250.1",5
"Dnig.3LG0019290.1",11
"Dnig.3LG0019360.1",17
"Dnig.3LG0019380.1",20
"Dnig.3LG0019390.1",3
"Dnig.3LG0019410.1",16
"Dnig.3LG0019420.1",10
"Dnig.3LG0019460.1",4
"Dnig.3LG0019480.1",20
"Dnig.3LG0019500.1",13
"Dnig.3LG0019510.1",12
"Dnig.3LG0019530.1",19
"Dnig.3LG0019550.1",3
"Dnig.3LG0019560.1",15
"Dnig.3LG0019660.1",12
"Dnig.3LG0019690.1",10
"Dnig.3LG0019700.1",12
"Dnig.3LG0019710.1",15
"Dnig.3LG0019720.1",5
"Dnig.3LG0019740.1",12
"Dnig.3LG0019750.1",17
"Dnig.3LG0019760.1",11
"Dnig.3LG0019770.1",4
"Dnig.3LG0019780.1",12
"Dnig.3LG0019790.1",20
"Dnig.3LG0019800.1",5
"Dnig.3LG0019970.1",5
"Dnig.3LG0019980.1",3
"Dnig.3LG0020000.1",10
"Dnig.3LG0020050.1",20
"Dnig.3LG0020150.1",19
"Dnig.3LG0020200.1",4
"Dnig.3LG0020210.1",13
"Dnig.3LG0020270.1",9
"Dnig.3LG0020260.1",5
"Dnig.3LG0020320.1",5
"Dnig.3LG0020330.1",16
"Dnig.3LG0020360.1",7
"Dnig.3LG0020370.1",10
"Dnig.3LG0020380.1",19
"Dnig.3LG0020430.1",17
"Dnig.3LG0020440.1",20
"Dnig.3LG0020450.1",17
"Dnig.3LG0020460.1",17
"Dnig.3LG0020470.1",13
"Dnig.3LG0020500.1",19
"Dnig.3LG0020510.1",15
"Dnig.3LG0020520.1",14
"Dnig.3LG0020530.1",10
"Dnig.3LG0020590.1",3
"Dnig.3LG0020610.1",3
"Dnig.3LG0020620.1",3
"Dnig.3LG0020630.1",16
"Dnig.3LG0020640.1",10
"Dnig.3LG0020650.1",15
"Dnig.3LG0020660.1",5
"Dnig.3LG0020670.1",3
"Dnig.3LG0020680.1",19
"Dnig.3LG0020690.1",5
"Dnig.3LG0020700.1",18
"Dnig.3LG0020720.1",15
"Dnig.3LG0020760.1",13
"Dnig.3LG0020770.1",7
"Dnig.3LG0020780.1",20
"Dnig.3LG0020790.1",3
"Dnig.3LG0020810.1",5
"Dnig.3LG0020840.1",4
"Dnig.3LG0020850.1",15
"Dnig.3LG0020860.1",15
"Dnig.3LG0020900.1",18
"Dnig.3LG0020920.1",2
"Dnig.3LG0020940.1",5
"Dnig.3LG0020950.1",14
"Dnig.3LG0020970.1",15
"Dnig.3LG0021010.1",13
"Dnig.3LG0021020.1",14
"Dnig.3LG0021030.1",15
"Dnig.3LG0021040.1",2
"Dnig.3LG0021050.1",13
"Dnig.3LG0021060.1",19
"Dnig.3LG0021070.1",4
"Dnig.3LG0021080.1",3
"Dnig.3LG0021100.1",12
"Dnig.3LG0021130.1",6
"Dnig.3LG0021140.1",13
"Dnig.3LG0021150.1",15
"Dnig.3LG0021170.1",5
"Dnig.3LG0021190.1",15
"Dnig.3LG0021200.1",17
"Dnig.3LG0021220.1",10
"Dnig.3LG0021250.1",12
"Dnig.3LG0021260.1",17
"Dnig.3LG0021270.1",15
"Dnig.3LG0021280.1",12
"Dnig.3LG0021290.1",20
"Dnig.3LG0021320.1",3
"Dnig.3LG0021330.1",4
"Dnig.3LG0021340.1",20
"Dnig.3LG0021380.1",19
"Dnig.3LG0021390.1",15
"Dnig.3LG0021420.1",4
"Dnig.3LG0021440.1",2
"Dnig.3LG0021460.1",11
"Dnig.3LG0021520.1",16
"Dnig.3LG0021560.1",12
"Dnig.3LG0021580.1",17
"Dnig.3LG0021670.1",7
"Dnig.3LG0021680.1",9
"Dnig.3LG0021690.1",13
"Dnig.3LG0021700.1",16
"Dnig.3LG0021710.1",13
"Dnig.3LG0021740.1",14
"Dnig.3LG0021750.1",1
"Dnig.3LG0021760.1",13
"Dnig.3LG0021770.1",18
"Dnig.3LG0021800.1",15
"Dnig.3LG0021810.1",13
"Dnig.3LG0021820.1",11
"Dnig.3LG0021840.1",12
"Dnig.3LG0021870.1",19
"Dnig.3LG0021880.1",20
"Dnig.3LG0021900.1",2
"Dnig.3LG0021950.1",9
"Dnig.3LG0022040.1",11
"Dnig.3LG0022060.1",19
"Dnig.3LG0022070.1",14
"Dnig.3LG0022080.1",16
"Dnig.3LG0022090.1",8
"Dnig.3LG0022130.1",1
"Dnig.3LG0022140.1",19
"Dnig.3LG0022220.1",19
"Dnig.3LG0022230.1",11
"Dnig.3LG0022270.1",5
"Dnig.3LG0022280.1",20
"Dnig.3LG0022300.1",9
"Dnig.3LG0022330.1",6
"Dnig.3LG0022340.1",7
"Dnig.3LG0022350.1",7
"Dnig.3LG0022360.1",10
"Dnig.3LG0022370.1",6
"Dnig.3LG0022390.1",7
"Dnig.3LG0022600.1",19
"Dnig.3LG0022610.1",4
"Dnig.3LG0022620.1",18
"Dnig.3LG0022630.1",1
"Dnig.3LG0022680.1",14
"Dnig.3LG0022690.1",14
"Dnig.3LG0022710.1",20
"Dnig.3LG0022730.1",11
"Dnig.3LG0022780.1",17
"Dnig.3LG0022790.1",13
"Dnig.3LG0022810.1",7
"Dnig.3LG0022830.1",15
"Dnig.3LG0022850.1",15
"Dnig.3LG0022880.1",19
"Dnig.3LG0022990.1",20
"Dnig.3LG0023020.1",3
"Dnig.3LG0023050.1",13
"Dnig.3LG0023060.1",4
"Dnig.3LG0023070.1",12
"Dnig.3LG0023080.1",13
"Dnig.3LG0023090.1",9
"Dnig.3LG0023100.1",18
"Dnig.3LG0023110.1",11
"Dnig.3LG0023120.1",18
"Dnig.3LG0023140.1",5
"Dnig.3LG0023220.1",12
"Dnig.3LG0023300.1",15
"Dnig.3LG0023310.1",14
"Dnig.3LG0023330.1",7
"Dnig.4LG0000010.1",5
"Dnig.4LG0000040.1",10
"Dnig.4LG0000090.1",17
"Dnig.4LG0000110.1",15
"Dnig.4LG0000140.1",10
"Dnig.4LG0000190.1",9
"Dnig.4LG0000200.1",18
"Dnig.4LG0000210.1",9
"Dnig.4LG0000220.1",11
"Dnig.4LG0000230.1",10
"Dnig.4LG0000240.1",14
"Dnig.4LG0000250.1",13
"Dnig.4LG0000260.1",20
"Dnig.4LG0000270.1",4
"Dnig.4LG0000280.1",8
"Dnig.4LG0000290.1",2
"Dnig.4LG0000300.1",8
"Dnig.4LG0000310.1",17
"Dnig.4LG0000320.1",3
"Dnig.4LG0000330.1",6
"Dnig.4LG0000420.1",1
"Dnig.4LG0000430.1",8
"Dnig.4LG0000440.1",7
"Dnig.4LG0000460.1",17
"Dnig.4LG0000470.1",7
"Dnig.4LG0000500.1",10
"Dnig.4LG0000520.1",14
"Dnig.4LG0000530.1",20
"Dnig.4LG0000540.1",12
"Dnig.4LG0000550.1",13
"Dnig.4LG0000560.1",12
"Dnig.4LG0000570.1",13
"Dnig.4LG0000580.1",13
"Dnig.4LG0000600.1",4
"Dnig.4LG0000610.1",3
"Dnig.4LG0000670.1",5
"Dnig.4LG0000680.1",9
"Dnig.4LG0000690.1",16
"Dnig.4LG0000700.1",3
"Dnig.4LG0000710.1",20
"Dnig.4LG0000720.1",13
"Dnig.4LG0000730.1",19
"Dnig.4LG0000740.1",8
"Dnig.4LG0000750.1",20
"Dnig.4LG0000760.1",2
"Dnig.4LG0000770.1",2
"Dnig.4LG0000780.1",17
"Dnig.4LG0000800.1",9
"Dnig.4LG0000890.1",13
"Dnig.4LG0000900.1",9
"Dnig.4LG0000910.1",10
"Dnig.4LG0000920.1",1
"Dnig.4LG0000940.1",12
"Dnig.4LG0000970.1",12
"Dnig.4LG0000980.1",5
"Dnig.4LG0000990.1",3
"Dnig.4LG0001020.1",20
"Dnig.4LG0001040.1",8
"Dnig.4LG0001050.1",6
"Dnig.4LG0001060.1",8
"Dnig.4LG0001070.1",20
"Dnig.4LG0001090.1",14
"Dnig.4LG0001100.1",13
"Dnig.4LG0001110.1",13
"Dnig.4LG0001120.1",18
"Dnig.4LG0001170.1",3
"Dnig.4LG0001220.1",19
"Dnig.4LG0001240.1",12
"Dnig.4LG0001230.1",10
"Dnig.4LG0001250.1",3
"Dnig.4LG0001260.1",16
"Dnig.4LG0001270.1",13
"Dnig.4LG0001280.1",12
"Dnig.4LG0001380.1",5
"Dnig.4LG0001390.1",10
"Dnig.4LG0001400.1",6
"Dnig.4LG0001460.1",15
"Dnig.4LG0001480.1",5
"Dnig.4LG0001510.1",10
"Dnig.4LG0001530.1",2
