"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20"
"Dnig.1LG0000470.1",0.0150444929768575,0.157998387091984,0.00762575676498343,0.00604764049519969,0.00710038366000306,0.0351784284136562,0.0455494277177803,0.00932041995251034,0.00641076812294051,0.399254267813713,0.0398647841600714,0.0440996906968692,0.00982921290140823,0.0060878149252078,0.111208444233866,0.0149681692382203,0.035419512296951,0.0253190191733365,0.0178299079971085,0.00584347136733349
"Dnig.1LG0000530.1",0.0776165470337377,0.00780873748380647,0.00379607905208495,0.00417771618845206,0.00489503126150279,0.0328106489274528,0.0116271502373668,0.00577644166440924,0.0037492662980021,0.0113726963767086,0.00450475668587909,0.0402568934350181,0.00389539788374294,0.00377733387220401,0.018910133116073,0.00450123420789422,0.00591259159148512,0.119285292789861,0.631391469167737,0.0039345827265825
"Dnig.1LG0000540.1",0.020463745973792,0.167146607715919,0.0213088297934062,0.0142377341109052,0.0111636976793521,0.0343884441454689,0.0710047239487619,0.026368846848405,0.0167328485888844,0.0827954020562233,0.163161840076051,0.0305238377930662,0.0292720121972531,0.0153005683192792,0.0455931417930015,0.0546709499732032,0.141862803598245,0.0229747789917069,0.0190193197047772,0.0120098666922991
"Dnig.1LG0000550.1",0.00615510236836946,0.721773262483013,0.00385387261137594,0.0024688438444349,0.00222895542243613,0.0148741988997562,0.0485401926559669,0.00512873190600991,0.00301160062423107,0.0610289071020346,0.0187428240376073,0.0120274184211638,0.00540353688974069,0.00270552787100369,0.0219196659476669,0.0101662832057724,0.0439105554687821,0.00791912379079975,0.0059503048521763,0.00219109159765937
"Dnig.1LG0000560.1",0.0957203756086486,0.0257000337306641,0.0121228018237516,0.0159809110945783,0.0210275362827703,0.0678787063194465,0.0314174063447676,0.0174620729248646,0.0123537039822474,0.0395006567827677,0.0164803842593568,0.108741558298155,0.0122031935434774,0.0130233448775479,0.0636460907915615,0.014005616975781,0.0184197166008079,0.17320645144487,0.225881947287208,0.0152274910267285
"Dnig.1LG0000580.1",0.0418572301812466,0.0320239367496193,0.00599704820336086,0.00444102012216608,0.00393099425035046,0.450409722826571,0.128835472647255,0.0100606595617877,0.00511866609500512,0.0435135314523545,0.00975711209468703,0.0703249593481428,0.0072073220071003,0.00468146029925873,0.0588432577521396,0.0106587915561888,0.0204280899470596,0.0530573051284666,0.0350244656534639,0.0038289541237765
"Dnig.1LG0000620.1",0.0178079366704247,0.021415853831562,0.149174275092526,0.045177659397898,0.0130194528363326,0.0169023571434522,0.0246960028732574,0.173904737076203,0.116653122705373,0.0166083049154621,0.0278332971593453,0.0135455363039057,0.100683926077993,0.0823770519807993,0.0143326137638504,0.0772774222317364,0.0366005758416332,0.0132403984805677,0.0133262080419859,0.0254232675756921
"Dnig.1LG0000630.1",0.0112264851987451,0.0586436843619021,0.00339591985896425,0.00266259951240126,0.00280003395267042,0.045550056615551,0.0454800611309815,0.00474146465753292,0.00287906853108445,0.457731076863273,0.0102354875515792,0.0511095070618148,0.00425890558813861,0.00270127528160732,0.236573756928105,0.0065242467098754,0.0154805891487988,0.0221520369135053,0.0134087586878678,0.0024449854456024
"Dnig.1LG0000640.1",0.0184132835430265,0.0243830444013991,0.00380360757147113,0.0036214523313554,0.004290815890383,0.0550131783391576,0.024065330427682,0.00532226435986408,0.00344831850772444,0.0758876087832054,0.00907766839096774,0.218596320458441,0.00439368959123102,0.003383902153029,0.435159672453567,0.0059739742118692,0.0108183394456846,0.0605688216097211,0.0303799588291904,0.00339874870103068
"Dnig.1LG0000650.1",0.010876029034183,0.012531635091184,0.139707062393278,0.072557092321314,0.016356663447887,0.00998279732377634,0.0128619472295571,0.0506663600743594,0.220070939986415,0.0103358072579186,0.0196404928650911,0.00874568718552982,0.0648466710416401,0.22400900505246,0.00917540059564981,0.0351307300906583,0.0185828797193803,0.00866145110783295,0.00886449585647378,0.0463968523254115
"Dnig.1LG0000700.1",0.00717657065307978,0.00899241167185872,0.302469748479837,0.0126432019541976,0.00573521734607165,0.00700917579832194,0.0105065019785649,0.0523337306567148,0.0603763848008709,0.00670939973601109,0.0117730572593356,0.00553643155019026,0.378069891427459,0.0295781396070467,0.00582087970678058,0.0570121287278361,0.0172090451535583,0.00544547328757967,0.0054765440299549,0.0101260661747299
"Dnig.1LG0000720.1",0.0142260034741783,0.0251224849030357,0.0610510961087883,0.0128839305911464,0.00688482024436862,0.0164648546389088,0.0331337039213327,0.0791693883414379,0.0306591492922802,0.0161860472824882,0.0259631189002801,0.0117932879992954,0.14005721459307,0.0208518998852164,0.0130431333936362,0.38952284195533,0.071563291308615,0.0109956701389789,0.0104872926590765,0.00994077036853667
"Dnig.1LG0000730.1",0.0119370613235173,0.0318336675177029,0.0474687858258584,0.0120461299129708,0.0084457821608962,0.0152443538844784,0.0293658191769644,0.0340002599575758,0.0251096757506548,0.0189424150514277,0.0506484469132957,0.0121056483921164,0.147126256551712,0.0184853973754606,0.0143166691859504,0.397750400683801,0.0935716101430376,0.010761002211745,0.00993568139852776,0.0109049365823067
"Dnig.1LG0000750.1",0.0236118175532642,0.0410129387043252,0.0675003109405923,0.0722885339196481,0.0605443512573901,0.0255133272288572,0.0321625671066943,0.0462698561192101,0.0651052911230897,0.0346426047454978,0.0988309486898091,0.0252333091474657,0.0685625705106493,0.0715616060026124,0.0289576358705042,0.061481455085444,0.0492753236638132,0.0231316806657691,0.0222633111960512,0.0820505604693128
"Dnig.1LG0000760.1",0.494407513576791,0.0145831471416387,0.00864922854118971,0.00929287686897457,0.00750387883248657,0.0607695646955549,0.0261492546050441,0.0160019499794917,0.00862602503620001,0.0186830206725659,0.00839897821837074,0.0437865711129896,0.00855975971904273,0.00855218371423597,0.0262541246207751,0.0100269403284732,0.0125321294822468,0.0776427694119281,0.132016384538988,0.0075636989030124
"Dnig.1LG0000770.1",0.0429133467931861,0.0384895321120697,0.062243260323087,0.0498326029449829,0.0914849685926422,0.0392715458441553,0.0399490787364723,0.0498497749163883,0.0604388795571396,0.0368193299073932,0.0440549743594124,0.0378905774306107,0.0625419183333374,0.0591914921450916,0.0369215242344964,0.0508700347732483,0.043326769239338,0.0394121382455702,0.0411843251431259,0.0733139263682525
"Dnig.1LG0000780.1",0.0102907792309429,0.0161778473356632,0.116496399430015,0.0151330155107005,0.00913443335559793,0.0109955736218598,0.0171254735595327,0.0416756133993664,0.0460981120869604,0.0115521835181435,0.023695016679199,0.00890402074877375,0.461834693091121,0.0290698457046631,0.00969873804898649,0.109107334425678,0.0322808602573398,0.00848834695626779,0.00830514490709331,0.0139365681320949
"Dnig.1LG0000790.1",0.0535347874764988,0.00711935556333438,0.00238062994017437,0.00233715566823846,0.00243253057589551,0.0658409014411091,0.0121502851073031,0.00379509800233688,0.00224382694847251,0.0115961259076833,0.00332868911055291,0.0757531196304961,0.00256888330842519,0.0021967809218122,0.0230064666966319,0.00323138138428966,0.0048151002841101,0.514967292615184,0.204602682938188,0.00209890647926342
"Dnig.1LG0000820.1",0.00246558143245482,0.00235171622304911,0.0788553650559313,0.0112860830153808,0.00273030256582962,0.00211258778971887,0.00270094523670079,0.0177597874420753,0.76429215041807,0.00194831138489146,0.00310160232067865,0.0017621235321062,0.0167041345179563,0.0682578510869899,0.00178110746683653,0.00744535694461126,0.00362873421205518,0.00180235369091141,0.00188984835994284,0.00712405730380986
"Dnig.1LG0000830.1",0.0141323978133663,0.0149585361740655,0.17246724202228,0.053398856092101,0.0238242660172608,0.0127263458593665,0.0158209997256442,0.0511252580577917,0.199927006423739,0.012502788982875,0.0216823550459545,0.0111332995160969,0.0909328424218832,0.150155316902573,0.0114097780407366,0.0412907835442384,0.0219297147352302,0.0112474046268399,0.0116579950926909,0.0576768129052666
"Dnig.1LG0000840.1",0.0314025210158057,0.107498264988443,0.0156050232547854,0.0155147022243581,0.0172016627130512,0.0562504565520576,0.0586377300202085,0.0198674345417883,0.0140378472346202,0.187328026813272,0.0637862019459468,0.0750850229022312,0.01832010539843,0.0140350324575337,0.131802535087399,0.02574968425444,0.0473668413393274,0.0490964430453601,0.0371318285574525,0.0142826356534889
"Dnig.1LG0000860.1",0.0152281361556148,0.044442645309922,0.0330952952791228,0.0107201791406533,0.00667781457519652,0.0210525561260306,0.0546758977724265,0.0440945362728877,0.0198703983386892,0.024056386261283,0.0391672970797717,0.0148340997386366,0.0657247429464235,0.0150993808072604,0.0176541327486513,0.322376058501606,0.217884509740801,0.0129737065806395,0.0117444803411324,0.00862774628325122
"Dnig.1LG0000930.1",0.00952231640001779,0.0161120491333785,0.00215518751673967,0.00195754823689149,0.00235034525583262,0.0314595931739915,0.0149768277197003,0.0029623588814357,0.00192426056515556,0.0581979298423434,0.00545512011412863,0.107743945728061,0.00254018988071685,0.00186960735386648,0.684366797741098,0.003507265150641,0.00661358287393306,0.0293945598882685,0.0150316477998357,0.00185886674396443
"Dnig.1LG0001020.1",0.026451717861824,0.0443971887157984,0.0536833891449663,0.0164801800799726,0.00933156253779787,0.0322311617348366,0.0744348262466411,0.102833733741565,0.0327697979724109,0.0285338356293891,0.0341230045943893,0.0212088781890804,0.0891193089264467,0.0240588352546766,0.023199152484554,0.21265100733757,0.123555669595724,0.0197169439219459,0.0185728294195244,0.0126469766108876
"Dnig.1LG0001030.1",0.0363309614492129,0.0040879665214008,0.00156130553045114,0.00156380579332962,0.00173574648261415,0.0272293529479021,0.00660291660507983,0.00242054980718901,0.00148824802868072,0.00637225564405364,0.00206192974159252,0.0339972992609039,0.00166513044623412,0.00146549268869896,0.0119387549405307,0.00202776329101058,0.00288557015439566,0.245736883329214,0.607383221159358,0.00144484617814701
"Dnig.1LG0001040.1",0.0244059018197655,0.0318298034768453,0.0866160001905577,0.0184294877358745,0.0107736015449131,0.0262542907421858,0.04707510409436,0.110968348605501,0.0457595279159493,0.022314177722351,0.0290780665574862,0.0183458545189103,0.1647957810421,0.0306201379407974,0.0192175213675761,0.191092299788187,0.0720091424542312,0.0178373396023998,0.0174660450495422,0.0151115678304658
"Dnig.1LG0001080.1",0.0289844649565234,0.0323345716377775,0.00624706301682659,0.00616388391865114,0.00828197219679569,0.0661675784205886,0.0305643033763718,0.00836926360541678,0.0057370095767546,0.081852502448868,0.0143751103262169,0.252027993705212,0.00713635581681692,0.00569030957695824,0.259223459690883,0.00931446236840256,0.0157750308459497,0.101680052109575,0.054027360629027,0.00604725177638441
"Dnig.1LG0001150.1",0.0757015763115555,0.0334787258339939,0.0436974719871094,0.104426917324467,0.0395318664971381,0.0479012310389643,0.0420288555576273,0.0759561286742344,0.0537600598733192,0.0359557508632991,0.0302495079432895,0.0437571570658681,0.035472924514693,0.0639947724594805,0.038702749624079,0.03560973692329,0.0344608801791095,0.0497753012482323,0.0574856188383836,0.0580527672418663
"Dnig.1LG0001190.1",0.0107860609708582,0.0223474097314257,0.0729213166848775,0.0146323615239659,0.00735521152244294,0.0124999971487378,0.0229972499755497,0.055402346250812,0.0347915738325494,0.0143664531616638,0.0342956188489038,0.00978792727679047,0.188395644971006,0.0240917329378248,0.0112071557440922,0.377430666367764,0.0580391883238165,0.00894996407330833,0.00849118007852833,0.0112109405750822
"Dnig.1LG0001200.1",0.013199665779549,0.152750464300072,0.0150795820279903,0.00737956554178069,0.00657315554118686,0.0240721118937664,0.0664324875622683,0.0168144385908307,0.0106120767927888,0.0484558707439625,0.0839790179529091,0.0192174609362708,0.0253194192441506,0.00901134840888129,0.0277152803787806,0.0578818537218324,0.38192766094499,0.0146776775740204,0.0120915919788477,0.00680927008512178
